"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/passwd/pbkdf2/pw-pbkdf2.c.xml,HAVE_GNUTLS;HAVE_OPENSSL;SLAPD_PBKDF2_DEBUG
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/passwd/radius.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/passwd/sha2/sha2.c.xml,BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;SHA2_UNROLL_TRANSFORM;SHA2_USE_BZERO_BCOPY;SHA2_USE_INTTYPES_H;SHA2_USE_MEMSET_MEMCPY
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/passwd/sha2/sha2.h.xml,BIG_ENDIAN;BYTE_ORDER;HAVE_INTTYPES_H;LITTLE_ENDIAN;NOPROTO;SHA2_USE_INTTYPES_H;WORDS_BIGENDIAN;__SHA2_H__;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/passwd/sha2/slapd-sha2.c.xml,SLAPD_SHA2_DEBUG
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/proxyOld/proxyOld.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/samba4/pguid.c.xml,SLAPD_MOD_DYNAMIC;SLAPD_OVER_PGUID
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/samba4/rdnval.c.xml,SLAPD_MOD_DYNAMIC;SLAPD_OVER_RDNVAL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/samba4/vernum.c.xml,SLAPD_MOD_DYNAMIC;SLAPD_OVER_VERNUM;SLAP_MOD_ADD_IF_NOT_PRESENT
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/openldap-2.4.45/_cppstats_featurelocations/contrib/slapd-modules/smbk5pwd/smbk5pwd.c.xml,DO_KRB5;DO_SAMBA;DO_SHADOW;HAVE_GNUTLS;HAVE_OPENSSL;HDB_INTERFACE_VERSION;SLAPD_MOD_DYNAMIC;SLAPD_OVER_SMBK5PWD;SLAP_MOD_INTERNAL
