"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/gtkutils.c.xml,G_OS_WIN32;HAVE_CONFIG_H;USE_XIM;__APPLE__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/gtkutils.h.xml,HAVE_CONFIG_H;__GTKUTILS_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/headerview.c.xml,G_OS_WIN32;HAVE_CONFIG_H;HAVE_LIBCOMPFACE
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/headerview.h.xml,__HEADERVIEW_H__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/icons/folder-close.h.xml,__GNUC__;__SUNPRO_C
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/icons/folder-noselect.h.xml,__GNUC__;__SUNPRO_C
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/icons/folder-open.h.xml,__GNUC__;__SUNPRO_C
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/icons/folder-search.h.xml,__GNUC__;__SUNPRO_C
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/icons/group.h.xml,__GNUC__;__SUNPRO_C
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/icons/html.h.xml,__GNUC__;__SUNPRO_C
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/icons/stock_addressbook.h.xml,__GNUC__;__SUNPRO_C
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sylpheed-3.5.1/_cppstats_featurelocations/src/icons/stock_attach.h.xml,__GNUC__;__SUNPRO_C
